eventid,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,weaptype1_txt,weapsubtype1
202102090033,2,9,228,Yemen,10,Middle East & North Africa,Al Hudaydah,At Tuhayta district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residential Areas,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102090034,2,9,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Al-Fazah,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residential Areas,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102090035,2,9,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Al-Jabaliya,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residential Areas,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102090036,2,9,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Durayhami district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residential Areas,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102090039,2,9,228,Yemen,10,Middle East & North Africa,Al Jawf,Al-Rakhim,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Yemeni Army,Military Positions,228,Yemen,Houthi extremists (Ansar Allah),Unknown,
202102090040,2,9,228,Yemen,10,Middle East & North Africa,Lahij,Tur al-Bahah district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residential Areas,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102090041,2,9,4,Afghanistan,6,South Asia,Kunduz,Khanabad district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Unknown,
202102090042,2,9,160,Philippines,5,Southeast Asia,Nueva Ecija,Don Mariano Marcos,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Not Applicable,Public Market,160,Philippines,Unknown,Explosives,12
202102090052,2,9,93,Indonesia,5,Southeast Asia,Papua,Ilambet,Armed Assault,Transportation,105,Taxi/Rickshaw,Not Applicable,Driver: Rusman HR,93,Indonesia,Separatists,Melee,23
202102100001,2,9,4,Afghanistan,6,South Asia,Herat,Gulran district,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Outpost,4,Afghanistan,Taliban,Unknown,
202102100005,2,10,4,Afghanistan,6,South Asia,Kabul,Qala-e-Abdul Ali,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Explosives,29
202102100008,2,10,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Askira Town,Town,147,Nigeria,Boko Haram,Firearms,5
202102100009,2,10,173,Saudi Arabia,10,Middle East & North Africa,Asir,Abha,Bombing/Explosion,Airports & Aircraft,44,Airport,Abha International Airport,Airport,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102100012,2,10,4,Afghanistan,6,South Asia,Logar,Baraki Barak district,Bombing/Explosion,Utilities,107,Electricity,Unknown,Electrical Transmission Tower,4,Afghanistan,Taliban,Explosives,16
202102100013,2,10,123,Mali,11,Sub-Saharan Africa,Mopti,Kerena,Bombing/Explosion,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Base,422,International,Jamaat Nusrat al-Islam wal Muslimin (JNIM),Explosives,15
202102100016,2,10,147,Nigeria,11,Sub-Saharan Africa,Taraba,Chanchanji,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Chanchanji Village,Village,147,Nigeria,Tiv Militia,Firearms,5
202102100022,2,10,4,Afghanistan,6,South Asia,Uruzgan,Unknown,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Taliban,Explosives,16
202102100023,2,10,4,Afghanistan,6,South Asia,Kunduz,Qalay-i-Zal district,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Taliban,Explosives,16
202102100030,2,9,4,Afghanistan,6,South Asia,Farah,Unknown,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Army (ANA),Facility,4,Afghanistan,Taliban,Unknown,
202102110001,2,11,4,Afghanistan,6,South Asia,Nangarhar,Bihsud district,Bombing/Explosion,Police,24,Police Checkpoint,Afghan Police,Checkpoint,4,Afghanistan,Khorasan Chapter of the Islamic State,Explosives,16
202102110002,2,11,4,Afghanistan,6,South Asia,Kabul,Tangi Abreshum,Armed Assault,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations Assistance Mission in Afghanistan (UNAMA),Convoy,422,International,Taliban,Firearms,5
202102110004,2,11,95,Iraq,10,Middle East & North Africa,Kirkuk,Arab Koy,Armed Assault,Police,25,Police Security Forces/Officers,Federal Police,Paramilitary Police Officers,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,5
202102110006,2,11,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Bombing/Explosion,Government (General),20,Intelligence,National Directorate of Security (NDS),Security Convoy,4,Afghanistan,Khorasan Chapter of the Islamic State,Explosives,15
202102110009,2,11,4,Afghanistan,6,South Asia,Nangarhar,Kama district,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Unknown,Explosives,29
202102110012,2,11,92,India,6,South Asia,Jharkhand,Garhwa district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Indian Armed Forces,Security Forces,92,India,Unknown,Explosives,16
202102110014,2,11,173,Saudi Arabia,10,Middle East & North Africa,Asir,Khamis Mushayt,Bombing/Explosion,Military,31,Military Aircraft,Royal Saudi Air Force,King Khalid Airbase,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,11
202102110015,2,11,147,Nigeria,11,Sub-Saharan Africa,Ondo,Jugbere,Hostage Taking (Kidnapping),Private Citizens & Property,72,Farmer,Not Applicable,Farmer,147,Nigeria,Fulani extremists,Firearms,2
202102110016,2,11,147,Nigeria,11,Sub-Saharan Africa,Ogun,Owode-Ketu,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Owode-Ketu Village,Village,147,Nigeria,Fulani extremists,Firearms,5
202102110017,2,11,147,Nigeria,11,Sub-Saharan Africa,Ogun,Ijoun,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Ijoun Village,Village,147,Nigeria,Fulani extremists,Firearms,5
202102110018,2,11,92,India,6,South Asia,Uttar Pradesh,Jiyanpur,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Block Development Council (BDC),Former Member: Alam Bankat,92,India,Unknown,Firearms,5
202102110021,2,11,92,India,6,South Asia,Jharkhand,West Singhbhum district,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Maoists,Explosives,16
202102110025,2,11,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal,Ugu district,Assassination,Private Citizens & Property,68,Named Civilian,KwaCele Traditional Council,Traditional Leader: Inkosi Sifiso Derrick Cele,183,South Africa,Unknown,Firearms,5
202102120001,2,12,4,Afghanistan,6,South Asia,Kunduz,Dashti Archi district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outposts,4,Afghanistan,Taliban,Unknown,
202102120002,2,12,4,Afghanistan,6,South Asia,Kunduz,Qotar Blaq,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,Taliban,Explosives,16
202102120003,2,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Mokha,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Mokha Area,Area,153,Pakistan,Unknown,Explosives,11
202102120004,2,11,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Ghundai,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Ghundai Area,Area,153,Pakistan,Unknown,Explosives,11
202102120019,2,12,173,Saudi Arabia,10,Middle East & North Africa,Unknown,Unknown,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102120021,2,12,147,Nigeria,11,Sub-Saharan Africa,Ogun,Igbooro,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Igbooro Village,Village,147,Nigeria,Fulani extremists,Firearms,5
202102120025,2,12,95,Iraq,10,Middle East & North Africa,Kirkuk,Daquq district,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Iraqi Armed Forces,Forces,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,
202102120034,2,12,4,Afghanistan,6,South Asia,Parwan,Sayyad,Bombing/Explosion,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Wolesi Jirga,Vehicle of Former Member: Zahoor Saadat,4,Afghanistan,Unknown,Explosives,29
202102120035,2,12,147,Nigeria,11,Sub-Saharan Africa,Borno,Barwati,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Nigerian Armed Forces,Convoy,147,Nigeria,Boko Haram,Explosives,8
202102120036,2,12,147,Nigeria,11,Sub-Saharan Africa,Borno,Gur,Facility/Infrastructure Attack,Private Citizens & Property,75,Village/City/Town/Suburb,Biu Village,Village,147,Nigeria,Boko Haram,Incendiary,18
202102130001,2,12,4,Afghanistan,6,South Asia,Kunar,Kala,Assassination,Police,25,Police Security Forces/Officers,Afghan Police,Vehicle of Commander: Feroz Khan,4,Afghanistan,Unknown,Explosives,8
202102130005,2,13,4,Afghanistan,6,South Asia,Kandahar,Kohak,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Afghan National Police (ANP),Outpost,4,Afghanistan,Taliban,Explosives,15
202102130015,2,13,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Hays district,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Hays District,Neighborhoods,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102130016,2,13,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Durayhami district,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Al-Duraihimi District,Neighborhoods,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102130017,2,13,228,Yemen,10,Middle East & North Africa,Al Hudaydah,At Tuhayta district,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Al-Tuhaita District,Neighborhoods,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102130018,2,12,4,Afghanistan,6,South Asia,Kunar,Kala,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Security Outpost,4,Afghanistan,Taliban,Unknown,
202102130019,2,13,37,Cameroon,11,Sub-Saharan Africa,South-West,Essoh Attah,Assassination,Private Citizens & Property,75,Village/City/Town/Suburb,Essoh Attah Village,Village,37,Cameroon,Red Dragons,Unknown,
202102130020,2,13,173,Saudi Arabia,10,Middle East & North Africa,Asir,Abha,Bombing/Explosion,Airports & Aircraft,44,Airport,Abha International Airport,Airport,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102130021,2,14,205,Thailand,5,Southeast Asia,Narathiwat,Bacho,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Bacho Police,Police Station,205,Thailand,Unknown,Firearms,2
202102130023,2,13,205,Thailand,5,Southeast Asia,Pattani,Ka Pho district,Armed Assault,Police,24,Police Checkpoint,Royal Thai Police,Checkpoint,205,Thailand,Unknown,Firearms,5
202102130024,2,13,92,India,6,South Asia,West Bengal,North 24 Parganas district,Assassination,Violent Political Party,109,Party Official/Candidate/Other Personnel,Bharatiya Janata Party (BJP),Leader: Firoze Kamal Gazi,92,India,Unknown,Explosives,17
202102130025,2,13,11,Argentina,3,South America,Rio Negro,Cuesta del Ternero,Hostage Taking (Kidnapping),Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of El Bolson,Mayor: Bruno Pogliano,11,Argentina,Mapuche extremists,Melee,23
202102130031,2,13,147,Nigeria,11,Sub-Saharan Africa,Delta,Emuhu,Hostage Taking (Kidnapping),Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Wedding Ceremony,147,Nigeria,Fulani extremists,Firearms,5
202102130032,2,16,205,Thailand,5,Southeast Asia,Pattani,Khok Nibong,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Royal Thai Marine Corps,Outpost,205,Thailand,Unknown,Explosives,7
202102130034,2,13,205,Thailand,5,Southeast Asia,Narathiwat,Tanyong Mat,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Thai Rangers,Paramilitary Vehicle,205,Thailand,Unknown,Explosives,17
202102140001,2,14,4,Afghanistan,6,South Asia,Kabul,Surobi district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Forces,4,Afghanistan,Unknown,Explosives,16
202102140005,2,14,95,Iraq,10,Middle East & North Africa,Nineveh,Sayyid Hamad,Assassination,Private Citizens & Property,84,Political Party Member/Rally,Unknown,Candidate: Saad Nahid Humaydi,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,17
202102140006,2,14,92,India,6,South Asia,Jammu and Kashmir,Jammu,Bombing/Explosion,Religious Figures/Institutions,86,Place of Worship,Raghunath Temple,Temple,92,India,Al-Badr,Explosives,16
202102140007,2,14,153,Pakistan,6,South Asia,Balochistan,Hoshab,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Frontier Corps (FC),Paramilitary Checkpost,153,Pakistan,Unknown,Firearms,5
202102140014,2,14,4,Afghanistan,6,South Asia,Kabul,Tangi,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Assembly,Member: Amir Khan Yar,4,Afghanistan,Unknown,Firearms,5
202102140015,2,14,147,Nigeria,11,Sub-Saharan Africa,Borno,Zira I,Facility/Infrastructure Attack,Private Citizens & Property,75,Village/City/Town/Suburb,Zira Village,Village,147,Nigeria,Boko Haram,Firearms,5
202102140016,2,14,147,Nigeria,11,Sub-Saharan Africa,Borno,Zira II,Facility/Infrastructure Attack,Private Citizens & Property,75,Village/City/Town/Suburb,Zira Village,Village,147,Nigeria,Boko Haram,Firearms,5
202102140017,2,14,147,Nigeria,11,Sub-Saharan Africa,Borno,Egiri,Facility/Infrastructure Attack,Private Citizens & Property,75,Village/City/Town/Suburb,Egiri Village,Village,147,Nigeria,Boko Haram,Firearms,5
202102140018,2,14,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Haut-Katanga,Lubumbashi,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Armed Forces of the Democratic Republic of the Congo (FARDC),Camp,229,Democratic Republic of the Congo,Mai Mai Bakata Katanga Militia,Explosives,11
202102140019,2,14,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Haut-Katanga,Lubumbashi,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Armed Forces of the Democratic Republic of the Congo (FARDC),Camp,229,Democratic Republic of the Congo,Mai Mai Bakata Katanga Militia,Explosives,11
202102140021,2,14,200,Syria,10,Middle East & North Africa,Aleppo,Jinderes,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,200,Syria,People's Protection Units (YPG),Explosives,15
202102140022,2,14,147,Nigeria,11,Sub-Saharan Africa,Niger,Yakila,Hostage Taking (Kidnapping),Transportation,99,Bus (excluding tourists),Niger State Transit Authority (NSTA),Bus,147,Nigeria,Boko Haram,Explosives,11
202102140024,2,14,4,Afghanistan,6,South Asia,Herat,Karukh district,Hostage Taking (Kidnapping),Business,12,Construction,Pashdan Dam,Employees,4,Afghanistan,Taliban,Firearms,5
202102140026,2,13,4,Afghanistan,6,South Asia,Takhar,Chaila,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Afghan National Army (ANA),Convoy,4,Afghanistan,Taliban,Explosives,16
202102140027,2,14,123,Mali,11,Sub-Saharan Africa,Mopti,Dioura,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Malian Armed Forces,Vehicle,123,Mali,Muslim extremists,Explosives,8
202102140029,2,14,4,Afghanistan,6,South Asia,Herat,Masjid Choobi,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Army (ANA),Military Post,4,Afghanistan,Taliban,Firearms,5
202102140032,2,14,4,Afghanistan,6,South Asia,Kunduz,Bala Hesar,Unarmed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Unit,4,Afghanistan,Taliban,Chemical,1
202102140033,2,14,4,Afghanistan,6,South Asia,Kunduz,Bakhmal Kocha,Unarmed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Unit,4,Afghanistan,Taliban,Chemical,1
202102140035,2,13,228,Yemen,10,Middle East & North Africa,Saada,Baqim district,Bombing/Explosion,Unknown,,,Unknown,Unknown,228,Yemen,Houthi extremists (Ansar Allah),Explosives,12
202102140037,2,14,228,Yemen,10,Middle East & North Africa,Shabwah,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Fishermen,228,Yemen,Al-Islah Party,Unknown,
202102140040,2,14,64,Estonia,9,Eastern Europe,Ida-Viru,Narva-Joesuu,Facility/Infrastructure Attack,Religious Figures/Institutions,86,Place of Worship,Saint Vladimir Orthodox Church,Church,64,Estonia,Unknown,Incendiary,18
202102150001,2,14,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Ndalya,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Ndalya Village,Village,229,Democratic Republic of the Congo,Central Africa Province of the Islamic State,Firearms,5
202102150002,2,15,4,Afghanistan,6,South Asia,Kunduz,Makhmalkocha,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outpost,4,Afghanistan,Taliban,Firearms,5
202102150003,2,15,4,Afghanistan,6,South Asia,Herat,Koshki Kohna district,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Explosives,16
202102150004,2,15,4,Afghanistan,6,South Asia,Faryab,Almar district,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Taliban,Explosives,8
202102150006,2,15,95,Iraq,10,Middle East & North Africa,Kirkuk,Daquq district,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Iraqi Army,Position,95,Iraq,Unknown,Explosives,16
202102150009,2,15,147,Nigeria,11,Sub-Saharan Africa,Borno,Marte,Hostage Taking (Kidnapping),Military,27,Military Barracks/Base/Headquarters/Checkpost,Nigerian Armed Forces,Base,147,Nigeria,Boko Haram,Firearms,2
202102150017,2,15,147,Nigeria,11,Sub-Saharan Africa,Plateau,Nkedorong,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Nkedorong Village,Village,147,Nigeria,Fulani extremists,Firearms,5
202102150018,2,15,147,Nigeria,11,Sub-Saharan Africa,Plateau,Zirshe,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Zirshe village,Village,147,Nigeria,Fulani extremists,Firearms,5
202102150019,2,15,4,Afghanistan,6,South Asia,Uruzgan,Gizab district,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Police Post,4,Afghanistan,Taliban,Unknown,
202102150020,2,15,92,India,6,South Asia,Chhattisgarh,Temrugaon,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Temrugaon,Former Deputy Sarpanch: Shatrughan Korram,92,India,Maoists,Firearms,5
202102150021,2,15,147,Nigeria,11,Sub-Saharan Africa,Ogun,Oke-Irori,Hostage Taking (Kidnapping),Private Citizens & Property,72,Farmer,Not Applicable,Farmer,147,Nigeria,Fulani extremists,Firearms,5
202102150022,2,15,93,Indonesia,5,Southeast Asia,Papua,Intan Jaya district,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Indonesian Army (TNI-AD),Outpost,93,Indonesia,Free Papua Movement (OPM-Organisasi Papua Merdeka),Firearms,5
202102150023,2,15,160,Philippines,5,Southeast Asia,Camarines Norte,Macogon,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Macogon,Village Chief: Geoffrey Castillos,160,Philippines,Unknown,Firearms,3
202102150024,2,15,173,Saudi Arabia,10,Middle East & North Africa,Unknown,Unknown,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102150026,2,15,214,Ukraine,9,Eastern Europe,Donetsk,Horlivka,Assassination,Terrorists/Non-State Militia,94,Non-State Militia,People's Militia of the Donetsk People's Republic (DPR),Vehicle of Battalion Commander: Sergei Popov,214,Ukraine,Unknown,Explosives,29
202102150027,2,15,104,Kenya,11,Sub-Saharan Africa,Wajir,Khorof Harar,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Rapid Deployment Unit (RDU),Camp,104,Kenya,Al-Shabaab,Firearms,5
202102150028,2,15,228,Yemen,10,Middle East & North Africa,Marib,Sirwah district,Bombing/Explosion,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Thannah Camp,Internally Displaced Persons (IDPs) Camp,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102150029,2,14,228,Yemen,10,Middle East & North Africa,Marib,Sirwah district,Bombing/Explosion,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Al-Zour Camp,Internally Displaced Persons (IDPs) Camp,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102150035,2,15,160,Philippines,5,Southeast Asia,Cagayan,Ignacio Jurado,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Lasam Town,"Councilors: Marjorie Salazar, Eduardo Asuten",160,Philippines,New People's Army (NPA),Firearms,2
202102150036,2,15,147,Nigeria,11,Sub-Saharan Africa,Plateau,Riyom district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Riyom Local Government Area,Area,147,Nigeria,Unknown,Unknown,
202102150037,2,15,228,Yemen,10,Middle East & North Africa,Marib,Sirwah district,Bombing/Explosion,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Thanat al-Haial Camp,Internally Displaced Persons (IDPs) Camp,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102160010,2,16,173,Saudi Arabia,10,Middle East & North Africa,Asir,Abha,Bombing/Explosion,Airports & Aircraft,44,Airport,Abha International Airport,Airport,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102160011,2,16,137,Mozambique,11,Sub-Saharan Africa,Cabo Delgado,Roma,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Mozambique Armed Defense Forces (FADM),Unit,137,Mozambique,Unknown,Explosives,11
202102160012,2,16,137,Mozambique,11,Sub-Saharan Africa,Cabo Delgado,Xitaxi,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Mozambique Armed Defense Forces (FADM),Position,137,Mozambique,Unknown,Firearms,5
202102160014,2,16,92,India,6,South Asia,Jharkhand,Chapal,Bombing/Explosion,Police,25,Police Security Forces/Officers,Central Reserve Police Force (CRPF),Officer: Duleshwar Prass,92,India,Communist Party of India - Maoist (CPI-Maoist),Explosives,8
202102160016,2,16,147,Nigeria,11,Sub-Saharan Africa,Borno,Gubio district,Armed Assault,Terrorists/Non-State Militia,94,Non-State Militia,Unknown,Vigilante Checkpoint,147,Nigeria,Boko Haram,Firearms,5
202102160018,2,16,147,Nigeria,11,Sub-Saharan Africa,Delta,Ugbolu,Armed Assault,Police,24,Police Checkpoint,Nigeria Police Force (NPF),Checkpoint,147,Nigeria,Indigenous People of Biafra (IPOB),Firearms,4
202102160020,2,16,147,Nigeria,11,Sub-Saharan Africa,Yobe,Bayamari,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Bayamari Community,Community,147,Nigeria,Boko Haram,Firearms,5
202102160021,2,16,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Libokora,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Libokora Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Firearms,5
202102160022,2,16,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Kalemba,Hostage Taking (Kidnapping),Private Citizens & Property,75,Village/City/Town/Suburb,Kalembo village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Firearms,5
202102160023,2,16,147,Nigeria,11,Sub-Saharan Africa,Anambra,Oba,Armed Assault,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Fulani Civilians,147,Nigeria,Indigenous People of Biafra (IPOB),Incendiary,18
202102160024,2,16,92,India,6,South Asia,Jharkhand,Digilota,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Communist Party of India - Maoist (CPI-Maoist),Explosives,17
202102160028,2,16,160,Philippines,5,Southeast Asia,Pangasinan,Calasiao district,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Public Order and Safety Office,Head: Reynaldo Bugayong,160,Philippines,Unknown,Firearms,3
202102160030,2,16,228,Yemen,10,Middle East & North Africa,Marib,Al-Mashjah,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Yemeni Army,Military Sites,228,Yemen,Houthi extremists (Ansar Allah),Unknown,
202102160034,2,16,147,Nigeria,11,Sub-Saharan Africa,Ogun,Alapako,Hostage Taking (Kidnapping),NGO,62,International NGO,The Gospel Faith Mission International (GOFAMINT),Vehicle of Legal Administration Officer: Akintade Adetoro,422,International,Fulani extremists,Firearms,2
202102170001,2,17,4,Afghanistan,6,South Asia,Herat,Ghoryan district,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Taliban,Explosives,8
202102170002,2,17,4,Afghanistan,6,South Asia,Daykundi,Soof Karez,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Afghan National Army (ANA),Vehicle,4,Afghanistan,Taliban,Explosives,8
202102170004,2,17,4,Afghanistan,6,South Asia,Kandahar,Kandahar district,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Afghanistan,Former Presidential Body Guard,4,Afghanistan,Unknown,Firearms,5
202102170010,2,17,95,Iraq,10,Middle East & North Africa,Diyala,Khanaqin district,Armed Assault,Military,36,Military Checkpoint,Popular Mobilization Forces (PMF),Paramilitary Checkpoint,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,11
202102170011,2,17,123,Mali,11,Sub-Saharan Africa,Mopti,Bagourou,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Bagourou Village,Village,123,Mali,Muslim extremists,Firearms,5
202102170012,2,17,123,Mali,11,Sub-Saharan Africa,Mopti,Yabatalou,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Yabatalou Village,Village,123,Mali,Muslim extremists,Firearms,5
202102170015,2,17,92,India,6,South Asia,West Bengal,Nimtita,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of West Bengal,Minister: Jakir Hossain,92,India,Jama'atul Mujahideen Bangladesh (JMB),Explosives,12
202102170016,2,17,4,Afghanistan,6,South Asia,Nangarhar,Bihsud district,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Behsud District,District,4,Afghanistan,Unknown,Explosives,8
